Title,Number of review,Category,Review Comment,Popular food,Online Order,length,word_count,sentiment_score,subjectivity_score,sentiment_class,sentiment_intensity,length_quartile,performance_category
Frituras Ny,7,"Fast Food, Mediterranean",“My steak was delectable and cooked to perfection.”,No,Yes,51,8,0.0,0.0,Neutral,0.0,Long,"Needs Improvement (Low Sentiment, Low Volume)"
Pav Bhaji Special,17,"Italian, Pizza",“Very Authentic & Delicious”,No,Yes,28,4,0.825,0.9875,Positive,0.825,Short,"Hidden Gems (High Sentiment, Low Volume)"
Balzem,100,"Wine Bar, Mediterranean",“Amazing!!!”,Steak,Yes,12,1,1.0,0.9,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
Kuro-Obi,7,"Steakhouse, American",“My steak was delectable and cooked to perfection.”,An Italian Restaurant,Yes,51,8,0.0,0.0,Neutral,0.0,Long,"Needs Improvement (Low Sentiment, Low Volume)"
Burger King,102,American,“Southern classics”,Seafood Paella,Yes,19,2,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Park avenue convenient curb,263,"American, Caribbean",“An Italian restaurant well worth a visit”,No,Yes,42,7,0.15,0.05,Positive,0.15,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Paris Pizzeria,225,"Italian, Pizza",“We took the combined poultry and seafood paella and started with some appetiz...”,No,Yes,82,13,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Jamaica Breakfast Bar,3,"American, Bar",“Worth the price”,No,Yes,17,3,0.3,0.1,Positive,0.3,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Tabernacle Steakhouse,41,"Seafood, Mediterranean","“Good, not typical NY slice”",No,No,28,5,0.39166666666666666,0.55,Positive,0.39166666666666666,Short,"Stars (High Sentiment, High Volume)"
ova doner,9,Pizza,“Leave it to Sushi Chef!”,Sushi,Yes,25,5,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Xeno’s Pizza,290,"Japanese, Seafood",“Excellent Pizza”,Dumplings,Yes,17,2,1.0,1.0,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
Outlaw Burger,44,"American, Irish",“I savored Crystal Shrimp Dumplings with delicate translucent skin that melted...”,Steak,Yes,82,11,-0.3,0.9,Negative,0.3,Long,"Popular but Declining (Low Sentiment, High Volume)"
Outlaw Burger,7,"Italian, Pizza",“My steak was delectable and cooked to perfection.”,French Onion Soup,Yes,51,8,0.0,0.0,Neutral,0.0,Long,"Needs Improvement (Low Sentiment, Low Volume)"
Outlaw Burger,17,"Japanese, Fast Food",“Very Authentic & Delicious”,No,Yes,28,4,0.825,0.9875,Positive,0.825,Short,"Hidden Gems (High Sentiment, Low Volume)"
Momoya Soho,67,"Asian, Chinese","“We had French Onion Soup, which was delicious.”",No,No,48,8,0.5,0.5,Positive,0.5,Long,"Stars (High Sentiment, High Volume)"
NYC Renaissance Man,983,"Seafood, Asian","“We had a wonderful dinner at Lupa, spaghetti carbonara and the garganelli bol...”",Carbonara,Yes,82,13,1.0,1.0,Positive,1.0,Long,"Stars (High Sentiment, High Volume)"
NY1 GOURMET DELI,591,"Italian, Romana","“Superb Steak, really delicious”",Steak,Yes,32,4,1.0,1.0,Positive,1.0,Medium,"Stars (High Sentiment, High Volume)"
NY Smoothie Joint,41,"American, Steakhouse","“Good, not typical NY slice”",Seafood Paella,Yes,28,5,0.39166666666666666,0.55,Positive,0.39166666666666666,Short,"Stars (High Sentiment, High Volume)"
NY Popcorn,102,"Pizza, Italian",“Southern classics”,No,Yes,19,2,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Thai Food Near Me,225,"American, Caribbean",“We took the combined poultry and seafood paella and started with some appetiz...”,No,Yes,82,13,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Lupa Osteria Romana,87,International,“Great spot in Chinatown!”,No,Yes,26,4,1.0,0.75,Positive,1.0,Short,"Stars (High Sentiment, High Volume)"
La Casa Del Pollo & Pizzeria,3,"Chinese, Asian",“Great quality for the price!”,French Toast,Yes,30,5,1.0,0.75,Positive,1.0,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Southern Chick,19,"Greek, Cafe",“We had some delicious French toast with...”,Vegetarian,Yes,44,7,0.5,0.5,Positive,0.5,Long,"Hidden Gems (High Sentiment, Low Volume)"
Bryant Park Pizza Parlor,98,Indian,“We had a party of four and ordered three entrees to share and one vegetarian...”,Crab Cakes,Yes,81,15,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Nice Rice Vegan Thai,100,"Wine Bar, Mediterranean",“Amazing!!!”,No,Yes,12,1,1.0,0.9,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
New York Plaza Florist,309,American,"“The Prawn starter (which we're still talking about), Crab Cakes and the Steak...”",No,Yes,82,13,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Tangy Noodle,41,"Seafood, Soups","“Good, not typical NY slice”",No,Yes,28,5,0.39166666666666666,0.55,Positive,0.39166666666666666,Short,"Stars (High Sentiment, High Volume)"
Myrtle convenience deli,17,Mexican,“Very Authentic & Delicious”,Lobster Bisque,Yes,28,4,0.825,0.9875,Positive,0.825,Short,"Hidden Gems (High Sentiment, Low Volume)"
My Juice Box,102,"Mediterranean, Turkish",“Southern classics”,Steak,Yes,19,2,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Con Sabor A Mexico,3,"American, Caribbean",“Worth the price”,Crab Cakes,Yes,17,3,0.3,0.1,Positive,0.3,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Gotan,1137,Seafood,“The lobster bisque was velvety and luscious.”,No,Yes,46,7,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Come Back Daily,7,"Chinese, Steakhouse",“My steak was delectable and cooked to perfection.”,No,Yes,51,8,0.0,0.0,Neutral,0.0,Long,"Needs Improvement (Low Sentiment, Low Volume)"
Lezzet Mediterranean Turkish Restaurant,309,Mexican,"“The Prawn starter (which we're still talking about), Crab Cakes and the Steak...”",No,No,82,13,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
PKS Burger,24,"Mediterranean, Turkish",“The tuna toast !”,Tuna,Yes,18,4,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Mott Corner,17,"Italian, Pizza",“Very Authentic & Delicious”,No,Yes,28,4,0.825,0.9875,Positive,0.825,Short,"Hidden Gems (High Sentiment, Low Volume)"
Juice Break,13,"Chinese, Seafood",“Maryland’s Best in NYC”,No,Yes,24,4,1.0,0.3,Positive,1.0,Short,"Hidden Gems (High Sentiment, Low Volume)"
Mother Nature Burgers & Bowls,87,"Italian, Pizza",“Great spot in Chinatown!”,No,Yes,26,4,1.0,0.75,Positive,1.0,Short,"Stars (High Sentiment, High Volume)"
Mr. K,100,"Wine Bar, Mediterranean",“Amazing!!!”,No,Yes,12,1,1.0,0.9,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
Mini Mart deli Grocery & Beer,591,"Bar, Pub","“Superb Steak, really delicious”",An Italian Restaurant,Yes,32,4,1.0,1.0,Positive,1.0,Medium,"Stars (High Sentiment, High Volume)"
MIN,263,"American, Steakhouse",“An Italian restaurant well worth a visit”,Sliders,Yes,42,7,0.15,0.05,Positive,0.15,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Mimi's Pizza (Former MJ's Pizza),55,"Italian, Pizza",“I had the sliders and a green salad with a tasty lemony vinaigrette.”,Fries,Yes,70,13,-0.2,0.3,Negative,0.2,Long,"Popular but Declining (Low Sentiment, High Volume)"
American Bistro,21,"Pub, Gastropub","“The fries were terrific also, hot crisp...”",No,Yes,44,7,0.16666666666666666,0.7555555555555555,Positive,0.16666666666666666,Long,"Needs Improvement (Low Sentiment, Low Volume)"
Miku 168 Sushi,3,"Bar, Pub",“Worth the price”,No,Yes,17,3,0.3,0.1,Positive,0.3,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Baskin-Robbins,87,"Bar, American",“The bartender/server suggested the ribeye as well as the special mashed potat...”,Ribeye,Yes,82,12,0.35714285714285715,0.5714285714285714,Positive,0.35714285714285715,Long,"Stars (High Sentiment, High Volume)"
McDonald's,1137,"Steakhouse, Bar",“The lobster bisque was velvety and luscious.”,Lobster Bisque,Yes,46,7,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
McDonald's,48,"Bar, Pub",“Delicious thin crust pizza”,Pizza,No,28,4,0.3,0.925,Positive,0.3,Short,"Popular but Declining (Low Sentiment, High Volume)"
Baskin-Robbins,5,American,““Best Kept Secret in Dumbo””,Tuna,No,29,5,0.3,0.5,Positive,0.3,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
Baskin-Robbins,114,"Italian, Pizza",“Highlights were the tuna tartare appetizer and the salmon entree.”,No,No,67,10,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Ben & Jack's Steakhouse,9,"Asian, Vietnamese",“Best oysters in my life”,No,No,25,5,1.0,0.3,Positive,1.0,Short,"Hidden Gems (High Sentiment, Low Volume)"
Stone Bridge Pizza & Salad,41,"Pizza, Italian","“Good, not typical NY slice”",Dumplings,Yes,28,5,0.39166666666666666,0.55,Positive,0.39166666666666666,Short,"Stars (High Sentiment, High Volume)"
Manhattan Fish and Chips,3,"Chinese, Steakhouse",“Worth the price”,Ribeye,Yes,17,3,0.3,0.1,Positive,0.3,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Manhattan Potato Inc,14,"American, Bar",“Absolutely amazing”,Carbonara,Yes,20,2,0.6000000000000001,0.9,Positive,0.6000000000000001,Short,"Hidden Gems (High Sentiment, Low Volume)"
Manhattan Fat Sandwich,17,"Mediterranean, Turkish",“Very Authentic & Delicious”,No,Yes,28,4,0.825,0.9875,Positive,0.825,Short,"Hidden Gems (High Sentiment, Low Volume)"
Manhattanville Deli,207,"Pizza, Italian",“Super dumplings!”,No,Yes,18,2,0.41666666666666663,0.6666666666666666,Positive,0.41666666666666663,Short,"Stars (High Sentiment, High Volume)"
Manhattan Fat Sandwich,87,"Chinese, Asian",“The bartender/server suggested the ribeye as well as the special mashed potat...”,No,Yes,82,12,0.35714285714285715,0.5714285714285714,Positive,0.35714285714285715,Long,"Stars (High Sentiment, High Volume)"
Brooklyn Chop House - Times Square,983,"American, Bar","“We had a wonderful dinner at Lupa, spaghetti carbonara and the garganelli bol...”",No,Yes,82,13,1.0,1.0,Positive,1.0,Long,"Stars (High Sentiment, High Volume)"
S Bar New York,1,American,"“We had a wonderful dinner at Lupa, spaghetti carbonara and the garganelli bol...”",Carbonara,Yes,82,13,1.0,1.0,Positive,1.0,Long,"Hidden Gems (High Sentiment, Low Volume)"
Lucy's Pancake Bar,983,American,"“... notch, including the O-toro sashimi.”",Sashimi,Yes,42,6,0.0,0.0,Neutral,0.0,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Lucky's Breakfast Diner,425,"American, Asian",“I had the sliders and a green salad with a tasty lemony vinaigrette.”,Sliders,Yes,70,13,-0.2,0.3,Negative,0.2,Long,"Popular but Declining (Low Sentiment, High Volume)"
Lucky Louie's,55,Italian,“Best oysters in my life”,No,Yes,25,5,1.0,0.3,Positive,1.0,Short,"Stars (High Sentiment, High Volume)"
Lowkey Garden Lounge,9,"Italian, Mediterranean",No,No,Yes,2,1,0.0,0.0,Neutral,0.0,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Broken Shaker at Freehand New York,14,"American, Bar",“Absolutely amazing”,Tuna,Yes,20,2,0.6000000000000001,0.9,Positive,0.6000000000000001,Short,"Hidden Gems (High Sentiment, Low Volume)"
Foul Witch,24,"Asian, Taiwanese",“The tuna toast !”,Steak,Yes,18,4,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Balkan StrEAT,591,"Chinese, Asian","“Superb Steak, really delicious”",Carbonara,Yes,32,4,1.0,1.0,Positive,1.0,Medium,"Stars (High Sentiment, High Volume)"
S&P Lunch,983,"American, Steakhouse","“We had a wonderful dinner at Lupa, spaghetti carbonara and the garganelli bol...”",Tuna,Yes,82,13,1.0,1.0,Positive,1.0,Long,"Stars (High Sentiment, High Volume)"
Bao By Kaya,114,"Italian, Romana",“Highlights were the tuna tartare appetizer and the salmon entree.”,Steak,Yes,67,10,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Tony's Famous Pizza,7,"American, Steakhouse",“My steak was delectable and cooked to perfection.”,Ribeye,Yes,51,8,0.0,0.0,Neutral,0.0,Long,"Needs Improvement (Low Sentiment, Low Volume)"
Vestry,2490,"Indian, Asian","“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”",No,Yes,82,13,0.925,1.0,Positive,0.925,Long,"Stars (High Sentiment, High Volume)"
Lorenzo,35,Asian,“LOVE THIS PLACE”,Tuna,Yes,17,3,0.5,0.6,Positive,0.5,Very Short,"Stars (High Sentiment, High Volume)"
Noz 17,87,Japanese,“The bartender/server suggested the ribeye as well as the special mashed potat...”,Paella,Yes,82,12,0.35714285714285715,0.5714285714285714,Positive,0.35714285714285715,Long,"Stars (High Sentiment, High Volume)"
Las Quesadillas Del Pueblo,114,American,“Highlights were the tuna tartare appetizer and the salmon entree.”,Sushi,Yes,67,10,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
LAS CHILANGAS RESTAURANT,191,"Chinese, Asian",“Best paella outside of Spain!”,No,Yes,31,5,0.5,0.175,Positive,0.5,Medium,"Stars (High Sentiment, High Volume)"
Luz Market + Restaurant,9,"Bar, American",“Leave it to Sushi Chef!”,No,No,25,5,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Tim Ho Wan,3,Healthy,“Great quality for the price!”,No,No,30,5,1.0,0.75,Positive,1.0,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Chickpea,309,"Bar, Pub","“The Prawn starter (which we're still talking about), Crab Cakes and the Steak...”",Crab Cakes,Yes,82,13,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
El Ta'koy,9,Italian,“Good experience for dinner”,Sashimi,Yes,28,4,0.7,0.6000000000000001,Positive,0.7,Short,"Hidden Gems (High Sentiment, Low Volume)"
Alidoro Rockefeller,35,"Seafood, Soups",“LOVE THIS PLACE”,No,Yes,17,3,0.5,0.6,Positive,0.5,Very Short,"Stars (High Sentiment, High Volume)"
La Hacienda de Corona,290,Steakhouse,“Excellent Pizza”,No,Yes,17,2,1.0,1.0,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
Attaboy Cocktail Bar,17,"Fast Food, Middle Eastern",“Very Authentic & Delicious”,No,Yes,28,4,0.825,0.9875,Positive,0.825,Short,"Hidden Gems (High Sentiment, Low Volume)"
Benjamin Steakhouse Prime,425,"Mediterranean, Turkish","“... notch, including the O-toro sashimi.”",No,Yes,42,6,0.0,0.0,Neutral,0.0,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Taqueria el Gallito,9,"Italian, Mediterranean",“Good experience for dinner”,An Italian Restaurant,Yes,28,4,0.7,0.6000000000000001,Positive,0.7,Short,"Hidden Gems (High Sentiment, Low Volume)"
Tulcimexico Restaurant,263,"Italian, Pizza",“An Italian restaurant well worth a visit”,Sashimi,Yes,42,7,0.15,0.05,Positive,0.15,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Sashimi Ramen Express,425,"Japanese, Sushi","“... notch, including the O-toro sashimi.”",Crab Cakes,Yes,42,6,0.0,0.0,Neutral,0.0,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Healthy Green Juice Bar,309,Chinese,"“The Prawn starter (which we're still talking about), Crab Cakes and the Steak...”",No,Yes,82,13,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Sweetcatch Poke,3,"Seafood, Soups",“Great quality for the price!”,No,Yes,30,5,1.0,0.75,Positive,1.0,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Allora Fifth Ave,1,"Chinese, Asian",No,No,Yes,2,1,0.0,0.0,Neutral,0.0,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Balzem,100,"Wine Bar, Mediterranean",“Amazing!!!”,Salad,Yes,12,1,1.0,0.9,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
Kum Sung BBQ,400,Italian,“Food was quite good and the cheese and meats were an ideal meal with salad.”,Dumplings,Yes,77,15,0.8,0.8,Positive,0.8,Long,"Stars (High Sentiment, High Volume)"
Forsythia,44,"Italian, Pizza",“I savored Crystal Shrimp Dumplings with delicate translucent skin that melted...”,Ribeye,Yes,82,11,-0.3,0.9,Negative,0.3,Long,"Popular but Declining (Low Sentiment, High Volume)"
Kuidaore Bowl,9,"Asian, Chinese",“Good experience for dinner”,No,Yes,28,4,0.7,0.6000000000000001,Positive,0.7,Short,"Hidden Gems (High Sentiment, Low Volume)"
Koko Seafood Salad & Grill,41,"Italian, Mediterranean","“Good, not typical NY slice”",No,Yes,28,5,0.39166666666666666,0.55,Positive,0.39166666666666666,Short,"Stars (High Sentiment, High Volume)"
Carvel,102,"Pizza, Italian",“Southern classics”,No,Yes,19,2,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Salumeria Rosi,87,"American, Caribbean",“The bartender/server suggested the ribeye as well as the special mashed potat...”,No,Yes,82,12,0.35714285714285715,0.5714285714285714,Positive,0.35714285714285715,Long,"Stars (High Sentiment, High Volume)"
Miss Mamie's Spoonbread Too,102,"American, Caribbean",“Southern classics”,Ribeye,Yes,19,2,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Best Prices Liquor Store,2490,"American, Seafood","“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”",Carbonara,Yes,82,13,0.925,1.0,Positive,0.925,Long,"Stars (High Sentiment, High Volume)"
Zucker's Bagels & Smoked Fish,983,"Seafood, Soups","“We had a wonderful dinner at Lupa, spaghetti carbonara and the garganelli bol...”",Tuna,Yes,82,13,1.0,1.0,Positive,1.0,Long,"Stars (High Sentiment, High Volume)"
Sagaponack Nyc,24,"Italian, Romana",“The tuna toast !”,French Toast,Yes,18,4,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Raise the Roost,17,Italian,“Very Authentic & Delicious”,Tuna,Yes,28,4,0.825,0.9875,Positive,0.825,Short,"Hidden Gems (High Sentiment, Low Volume)"
El Forno Pizza & Grill,19,"Mediterranean, Turkish",“We had some delicious French toast with...”,No,Yes,44,7,0.5,0.5,Positive,0.5,Long,"Hidden Gems (High Sentiment, Low Volume)"
Benjamin Steakhouse,114,"Greek, Cafe",“Highlights were the tuna tartare appetizer and the salmon entree.”,No,Yes,67,10,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Baskin-Robbins,2490,"Seafood, Soups","“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”",Ribeye,Yes,82,13,0.925,1.0,Positive,0.925,Long,"Stars (High Sentiment, High Volume)"
Dunkin',20,"Japanese, Asian",“We also had pork and ginger gyoza.”,Gyoza,Yes,36,7,0.0,0.0,Neutral,0.0,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
Moon Cheese,5,"Asian, Vietnamese",““Best Kept Secret in Dumbo””,Lobster Bisque,Yes,29,5,0.3,0.5,Positive,0.3,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
Yogurt and Candy World,1137,Mexican,“The lobster bisque was velvety and luscious.”,Pizza,Yes,46,7,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Baskin-Robbins,48,"Steakhouse, Bar",“Delicious thin crust pizza”,No,Yes,28,4,0.3,0.925,Positive,0.3,Short,"Popular but Declining (Low Sentiment, High Volume)"
Benjamin Steakhouse,100,Pub,“Amazing!!!”,No,Yes,12,1,1.0,0.9,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
Utsav Restaurant,627,"Indian, Chinese",“Great food but very chaotic atmosphere”,Ribeye,Yes,40,6,0.5,0.525,Positive,0.5,Medium,"Stars (High Sentiment, High Volume)"
Popeyes Louisiana Kitchen,49,"Italian, American",“Perfect Picnic did a wonderful job...”,Dumplings,Yes,39,6,1.0,1.0,Positive,1.0,Medium,"Stars (High Sentiment, High Volume)"
